files,language,blank,comment,code
717,Java,9845,29374,65668
49,C,4143,2861,21085
27,Bourne Shell,1179,1179,7946
92,XML,416,4530,6390
45,Groovy,920,1279,5501
3,Web Services Description,282,38,1746
33,C/C++ Header,522,1087,1688
18,Perl,328,855,1559
4,CSS,265,15,1350
35,Python,235,2,1062
12,make,165,81,515
19,Ant,42,1176,427
1,m4,31,1,232
4,Bourne Again Shell,56,163,218
1,XSD,12,0,67
3,INI,0,0,20
2,HTML,2,33,13
2,diff,8,20,11
2,JavaScript,2,6,6
1069,SUM,18453,42700,115504
