files,language,blank,comment,code
367,Java,6280,13506,35003
35,C,2404,1000,12676
8,Bourne Shell,1048,973,7223
98,XML,519,1604,6335
16,Groovy,546,143,2218
3,Web Services Description,237,42,1438
13,Perl,145,95,940
18,C/C++ Header,154,60,693
15,Ant,33,490,486
14,make,149,67,398
1,m4,30,1,206
1,CSS,19,0,137
1,XSD,12,0,67
1,Bourne Again Shell,8,6,49
2,Drools,4,0,21
2,HTML,3,67,19
2,diff,8,20,11
597,SUM,11599,18074,67920
