files,language,blank,comment,code
465,Java,7042,24334,47426
32,C,3440,2458,17234
23,Bourne Shell,1135,1176,7680
35,Groovy,768,1088,4428
66,XML,355,3733,3690
3,Web Services Description,282,38,1746
19,C/C++ Header,412,981,1314
13,Perl,187,843,1106
3,CSS,169,15,887
12,make,165,81,515
19,Ant,42,1176,425
1,m4,31,1,232
3,Bourne Again Shell,49,159,187
1,XSD,12,0,67
3,INI,0,0,20
2,HTML,2,33,13
2,diff,8,20,11
2,JavaScript,2,6,6
704,SUM,14101,36142,86987
