files,language,blank,comment,code
1092,Java,17384,39347,108162
54,C,5945,4605,30821
169,XML,696,6033,13639
40,Bourne Shell,1445,1690,11779
59,Groovy,1057,2385,7335
41,Perl,833,1302,4880
132,Python,814,2331,4000
40,C/C++ Header,763,1568,2430
3,Web Services Description,351,37,2203
12,make,202,125,634
7,CSS,113,23,566
20,Ant,48,1178,538
3,m4,60,1,485
1,XSLT,11,19,279
4,Bourne Again Shell,67,167,267
4,HTML,20,1,142
1,XSD,12,0,67
5,CSV,2,0,17
2,diff,8,20,11
2,INI,0,0,7
1691,SUM,29831,60832,188262
