files,language,blank,comment,code
295,Java,5458,13558,29898
36,C,2322,945,11701
9,Bourne Shell,1403,1042,9874
80,XML,520,1733,5243
15,Groovy,500,113,2012
3,Web Services Description,222,42,1343
11,Perl,126,75,836
18,C/C++ Header,153,59,647
14,Ant,35,488,450
15,make,155,75,406
2,Bourne Again Shell,17,17,285
1,m4,26,1,176
1,CSS,19,0,130
1,XSD,12,33,99
2,Drools,4,0,21
2,HTML,3,67,19
2,diff,8,20,11
507,SUM,10983,18268,63151
