files,language,blank,comment,code
367,Java,5912,7302,33486
37,C,2655,1084,14201
8,Bourne Shell,1048,973,7221
102,XML,516,1569,6759
16,Groovy,555,139,2297
3,Web Services Description,237,42,1440
20,C/C++ Header,197,176,1017
13,Perl,145,95,940
15,make,156,91,442
15,Ant,33,348,324
1,m4,30,1,204
1,CSS,19,0,137
1,XSD,12,0,67
1,Bourne Again Shell,8,6,49
2,Drools,4,0,21
3,INI,0,0,20
2,HTML,3,67,19
2,diff,8,20,11
609,SUM,11538,11913,68655
